web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578435787-8639","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","MikeC","Great Screen Protector","December 2, 2017","Very easy to install.  No bubbles or dust.  Lays flat.  Love it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_418?ie=UTF8&pageNumber=418&reviewerType=all_reviews"
"1578435946-9202","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mark","...","October 17, 2017","very good customer service everything worked out fine on the second try","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_475?ie=UTF8&pageNumber=475&reviewerType=all_reviews"
"1578435690-8279","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","great scren protectors","September 20, 2019","I recommend it to every one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_382?ie=UTF8&pageNumber=382&reviewerType=all_reviews"
"1578435155-6328","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vance B.","Protection is Good","July 10, 2019","Had this for a few months now and still can't get all the bubbles out.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&pageNumber=187&reviewerType=all_reviews"
"1578434762-4841","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Autum Arnold","It was easy to apply and looks great","February 1, 2018","When I bought my first iPad I bought a cheaper version of the glass protector. It didn't last and looks nasty. This glass protector is a little more expensive but is so much nicer. It was easy to apply and looks great. One bit of warning. Try to be away from pets when you apply. I got a tiny bit of dust on the adhesive side of the protector just before attaching it to the surface. It's minor but anoying to the perfectionist in me.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1578435956-9245","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Martinez","Five Stars","August 30, 2017","This is a qualify product and like to have this.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_479?ie=UTF8&pageNumber=479&reviewerType=all_reviews"
"1578435073-6011","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","La Comadre","Mounted exactly as advertised, which is great!","May 14, 2016","I got shaky hands and pet hair floating around.  I followed the instructions, which were easy, and now I have a nearly perfect mounted glass screen on my clean, dust-free iPad Pro. Just 15"" after the product was delivered. No drama involved. Note that there were a couple of air bubbles at first that worked themselves out on their own. Will buy this again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1578435531-7668","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chloe1","This is not compatible with the 5th/6th generation ipad","October 31, 2019","Cheap rip off.  Has no hole for the camera,  and too large to use a case","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_321?ie=UTF8&pageNumber=321&reviewerType=all_reviews"
"1578435128-6226","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alphie","works great","September 6, 2019","I got my Apple Store person to put it on to make sure it is place professionally","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&pageNumber=177&reviewerType=all_reviews"
"1578435092-6087","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jessica","Installed in minutes great screen protector","July 19, 2019","We all know apple products need screen protectors sooooooo this is perfect for ipad 2018","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_163?ie=UTF8&pageNumber=163&reviewerType=all_reviews"
"1578435337-6985","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sharon","Easy to apply","December 30, 2017","This is the most amazing and easy to install screen protector. I followed the directions perfectly and it installed with such precision, I thought I was dreaming. My IPad doesn’t hesitate and the touch feature is great. What a great product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1578434780-4920","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Stephanie McGinnis","And like that .. it cracked.","February 17, 2019","This immediately cracked even though it didn’t fall or had any damage done to it. When I first put it on, it was a struggle to get the bubbles out and some I couldn’t.  But the crack was frustrating because I was being very safe with my iPad while traveling.  Will buy a new protector but different brand.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1578434778-4906","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Bubbles, bubbles, bubbles!","December 28, 2018","Followed the directions perfectly and also watched the YouTube video on installation as directed to by the directions. I never liked installing the screen protectors on devices as I was always a little unsatisfied with the outcome of different brands. The reviews along with the video calmed my anxiety. I liked the “hinge points” with the stickers. That made it easier, but after trying to get all of the bubbles out after the screen adhered, it was impossible. The worst outcome of any brands I ever used. I didn’t touch anything incorrectly, no dust or lint on the screen and still bubbles were not able to be pushed out. Unfortunate outcome and it now looks like a spotted iPad.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1578434864-5235","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DMruiz","Great quality screen protector for your iPad Pro 9.7","July 6, 2016","The screen protector looks and feels of good quality. Definitely look at the YouTube video first to plan your steps well. The sticker used as a tab to pull the screen up and over into place to adhere to the screen can accidentally come off as it did when I tried to pull the ""hinge"" taught to align the home button circle. The sticker serving as the tab came right off and the screen fell face first onto the iPad and not in the right position. It worked but be careful that the stickers are not going to fall off.﻿ Happy with my purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&reviewerType=all_reviews"
"1578436006-9419","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Price Family","Good Fit - No Smudges","June 8, 2016","Followed all the instructions and it came out great. Have tested out its effectiveness but hope I don't have too.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_496?ie=UTF8&pageNumber=496&reviewerType=all_reviews"
"1578435451-7373","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","G Melendez","Perfect!","January 10, 2019","Thick, sturdy, great protector!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_292?ie=UTF8&pageNumber=292&reviewerType=all_reviews"
"1578435845-8839","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Daniel W. Allen","Great for kids with sticky fingers","November 15, 2017","Does a great job protecting the screen. Had an air bubble in the center that wouldn't go away but I think it went away after a week.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_438?ie=UTF8&pageNumber=438&reviewerType=all_reviews"
"1578435641-8082","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","English Cat","Small price to pay for Huge protection!","October 18, 2016","Very pleased with this proctetor.  Follow the directions and you will have no trouble installing this on your iPad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_363?ie=UTF8&pageNumber=363&reviewerType=all_reviews"
"1578435513-7595","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Phyllis Cicio","Great!","June 3, 2016","The protector went seamlessly on to my iPad.  Very easy to apply. I have used other protectors before, but was always left with bubbles, not one on this!  I high to recommend this creep protector!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_314?ie=UTF8&pageNumber=314&reviewerType=all_reviews"
"1578435296-6842","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Eury","Happy!","January 9, 2019","Good for the price, good quality, appreciate the packing it comes in along with accessories.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_239?ie=UTF8&pageNumber=239&reviewerType=all_reviews"
"1578434906-5386","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kimberly","Excellent","January 16, 2019","Wonderful, it fits perfectly and was easy for me to install, I am very happy with this purchase. I have a 2018 6th generation iPad and like I say it fits perfectly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&reviewerType=all_reviews"
"1578435805-8700","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mo-nikki","Five Stars","June 27, 2018","Good product. Bought it twice.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_424?ie=UTF8&pageNumber=424&reviewerType=all_reviews"
"1578435682-8244","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Puente","Perfect product!","April 27, 2019","Went on easily and beautifully. Have had several different glass protectors and this is the only one that went on flawlessly the first time around. Get it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_379?ie=UTF8&pageNumber=379&reviewerType=all_reviews"
"1578434783-4922","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Luis R","Doesn't feel like there's a protector","December 26, 2016","Barely noticeable! I'm really impressed. Regardless of whether I use my finger or my Apple Pencil, the screen is smooth and doesn't catch on. My finger and the Pencil just glide (well, it IS tempered glass). The measurements are perfect and the protector sits perfectly around the home button. I tend to forget I even have a screen protector on it. It's amazing. I highly recommend it. I haven't dropped it but I do through it in my bag with a bunch of other things and so far, not even a scratch or nick.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1578434997-5740","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jeff Spencer","Waiting to see","January 6, 2020","It’s definitely not the easiest to install, partially because of the size, but seems to be good quality. Time will tell!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&reviewerType=all_reviews"
"1578435276-6777","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mandi","Works Great!","January 21, 2018","I insist on tempered glass screen protectors on all of my devices now, and this is just as good as any other I have tried.  Easy to follow directions, good quality, and is holding up nicely.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_232?ie=UTF8&pageNumber=232&reviewerType=all_reviews"
"1578434780-4911","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer","3 stars","October 10, 2019","I have owned several of these. Either they do their job REALLY well and my son is hard on his ipad.. or they break super easy. I'm thinking they break very easily since he has never broke the screen protector on his kindle. Once he breaks the current 2 pack I bought, I think I'll be trying a different brand next.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1578435097-6105","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Eula Scott","It's alright for $10.","July 8, 2019","It's alright for $10. Still smudges and has glare. I should've just purchased a case, which I still may have to.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews"
"1578435071-6002","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Donna Vasquez","SPARIN iPad Pro Glass","January 14, 2017","Very easy to install with no air bubbles but do make sure no dust has got on the back side of the glass because when you start to remove it they will fall on your screen you just cleaned, I did end up with several piece a of lint lock under my glass. In the instructions it does not warn you at all!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&pageNumber=155&reviewerType=all_reviews"
"1578434661-4471","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Healthy Living LA","Cheap junk, bought two and both had bubbles that would not go away...","February 11, 2018","This is a terrible item. I bought this once in December for a new iPad and when I applied the tempered glass following all the instructions there were two bubbles under the glass that would not go away. I returned that one as I thought maybe I had received a defective one. I purchased another one and just put it on and the same thing happened but this time there were several huge bubbles under the glass that would not go away. I am a tech person and have applied several other tempered glass products to other devices such as iPads and iPhones and have had no issues at all. I am an Amazon prime member and this is one of the worst experiences I have had with a Prime product. I waited a little too long to put the glass on the iPad and so I am past the 30 day periods to return this second one, otherwise I would be returning it too. This product is simply cheap and not made well. Do not waste your money here.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1578435128-6221","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Worth the money","May 18, 2016","the hardness of the glass is very nice, but it was pretty frustrating to apply for me, after using the 'guiding tapes'  the sticker left some residue on my ipad, which took a while to get off, and even upon accurate placement, there is a bubble on the top right corner that i tried everything to get out. but overall is a good protection for your ipad","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&pageNumber=177&reviewerType=all_reviews"
"1578435908-9063","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Claudia Rodríguez","Easy to install","April 23, 2019","Easy to install and good quality","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_461?ie=UTF8&pageNumber=461&reviewerType=all_reviews"
"1578434898-5360","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","poco","Steady hands required....","November 14, 2019","Wasn’t that easy to get on and in the right spot! Three attempts and still ended up with a hair under it! But it does protect the screen and that’s what I bought it for!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1578434911-5402","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","flonicci","OUTSTANDING SERVICE!!!!!","October 4, 2018","This initial protector I received broke.  The customer service from SPARIN is truly above and beyond.  Once I emailed them they immediately responded and issued a new protector which went on wonderfully and protects my iPad well.  Thanks SPARIN!!! YOU'RE DEFINITELY OUR NEW GO TO FOR PROTECTION PRODUCTS,  OUTSTANDING SERVICE!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_95?ie=UTF8&pageNumber=95&reviewerType=all_reviews"
"1578435451-7371","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","B--opinionated","Glad I bought","December 19, 2016","My husband installed for me on my new iPad Pro...it took under 10 minutes to put on, but he did have to push a couple of air bubbles out.....since I already put a small ""scratch"" on the iPad screen..I am so glad I bought...thanks...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_292?ie=UTF8&pageNumber=292&reviewerType=all_reviews"
"1578435377-7121","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","TJ","iPad air2 screen protector","July 12, 2017","I am very happy with this purchase. Went on without a problem and included in the packet is a wet and dry wipe along with a microfiber duster. They did not forget a thing with this product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_267?ie=UTF8&pageNumber=267&reviewerType=all_reviews"
"1578434916-5425","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Michael Gonzalez","These screen protectors did not hold up long. With ...","July 26, 2018","These screen protectors did not hold up long. With in days these screens cracked.,

I felt editing my review was necessary. I was given a free replacement and expedited shipping on a new screen protector. Have to say this one meets my expectations and with fair review the first one was defective.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews"
"1578435936-9164","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Got it today and instructions made it easy to install","October 25, 2017","Got it today and instructions made it easy to install.  So much cheaper than the AT&T store and probably made in same Chinese factory.  The real impressive part is Sparin’s interest in your satisfaction - an email and card with instructions to complain, return, etc.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_471?ie=UTF8&pageNumber=471&reviewerType=all_reviews"
"1578435439-7331","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","JoeM7","I love this screen protector!","August 9, 2016","This is the second one that I have bought due to having an issue with my iPad and it being replaced. These are easy to put on and are perfect for protection and usability. I highly recommend this screen protector to everyone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_288?ie=UTF8&pageNumber=288&reviewerType=all_reviews"
"1578435930-9141","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great deal","February 27, 2018","Great product! Perfect fit!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_469?ie=UTF8&pageNumber=469&reviewerType=all_reviews"
"1578435191-6453","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","This screen protector might be the best one I have ever used","July 14, 2017","This screen protector might be the best one I have ever used! It went on so smoothly! They include all kinds of tools to make sure that the screen goes on without any air bubbles caused by dust underneath. I used them all, and you can't even tell I have a screen protector on my iPad! Looks and feels like glass! I would totally use this product again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&pageNumber=200&reviewerType=all_reviews"
"1578435266-6736","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","R","Great protection!","January 16, 2019","Perfect cover for the four year olds iPad.  Protects the screen but still a very clear picture!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_228?ie=UTF8&pageNumber=228&reviewerType=all_reviews"
"1578434838-5140","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sinead","DO NOT BUY","December 31, 2018","This product is terrible, it is compatible with the Apple Pencil but it does not stick, the dust remover does nothing and it comes off within a day! The sticky side gets dirty writhing 2 minutes off putting it on and it makes the screen sticky so you can’t type as easily, I have it off right now and my screen feels like a jolly rancher left out on a hot day, the screen takes off all the sticky backing so it doesn’t stick well, would rate 0 stars if possible.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews"
"1578435985-9341","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yolanda Mariz","Five Stars","January 13, 2018","Love it. It fits perfect on my iPad 5 (2017 release)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews"
"1578434914-5414","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","RT","Installation was simple and easy. Glass is crystal clear and fits perfectly","November 9, 2017","Just installed this on my new iPad.  Installation was simple and easy.  Glass is crystal clear and fits perfectly.  I have had more expensive tempered glass protectors on my iPhone, but not my iPad so this is the first.  But this seems every bit as well made as the more expensive ones.  For the price I think this was a smart purchase.  Time will tell.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_96?ie=UTF8&pageNumber=96&reviewerType=all_reviews"
